chain_root	chain_shortest	chain_longest	chain_length	language	lang_name	stability	mode_word	mode_count	total_extensions	gloss	all_words_json
a-i-*301-wa	a-i-*301-wa	a-i-*301-wa-e-a-di-k	26	xcr	Eteocretan	1.0000	γίσσα	26	26		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
wa-ja-ja	wa-ja-ja	wa-ja-ja-sa-sa	16	xcr	Eteocretan	1.0000	γίσσα	16	16		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
ta-i-*301-wa	ta-i-*301-wa	ta-i-*301-wa-ja-a-j	16	xcr	Eteocretan	1.0000	γίσσα	16	16		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
a-di-ki	a-di-ki	a-di-ki-tu-ja-s	13	xle	Eteocypriot	1.0000	rom	13	13	meaning uncertain	"[""rom"", ""rom"", ""rom"", ""rom"", ""rom"", ""rom"", ""rom"", ""rom"", ""rom"", ""rom"", ""rom"", ""rom"", ""rom""]"
i-na-ma	i-na-ma	i-na-ma-si-ru-t	11	xcr	Eteocretan	1.0000	γίσσα	11	11		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
ta-na-i	ta-na-i	ta-na-i-*301-u-ti-nu	11	cms	Messapic	1.0000	ai	11	11	conjunction (hypothetical)	"[""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai""]"
a-na-i-*301	a-na-i-*301	a-na-i-*301-u-ti-nu	11	cms	Messapic	1.0000	ai	11	11	conjunction (hypothetical)	"[""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai""]"
i-ki-te	i-ki-te	i-ki-te-te-re-p	10	ine-pro	Proto-Indo-European	1.0000	oː	10	10		"[""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0""]"
i-ki-te	i-ki-te	i-ki-te-te-re-p	10	uga	Ugaritic	1.0000	ʕsˤ	10	10		"[""\u0295s\u02e4"", ""\u0295s\u02e4"", ""\u0295s\u02e4"", ""\u0295s\u02e4"", ""\u0295s\u02e4"", ""\u0295s\u02e4"", ""\u0295s\u02e4"", ""\u0295s\u02e4"", ""\u0295s\u02e4"", ""\u0295s\u02e4""]"
sa-sa-ra	sa-sa-ra	sa-sa-ra-me-u-n	10	phn	Phoenician	1.0000	taħat	10	10		"[""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at""]"
sa-sa-ra	sa-sa-ra	sa-sa-ra-me-u-n	10	xcr	Eteocretan	1.0000	γίσσα	10	10		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
a-sa-sa	a-sa-sa	a-sa-sa-ra-me-u	9	dra-pro	Proto-Dravidian	1.0000	poʈʈ-	9	9		"[""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-""]"
a-sa-sa	a-sa-sa	a-sa-sa-ra-me-u	9	phn	Phoenician	1.0000	taħat	9	9		"[""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at"", ""ta\u0127at""]"
a-sa-sa	a-sa-sa	a-sa-sa-ra-me-u	9	xcr	Eteocretan	1.0000	γίσσα	9	9		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
i-ja-sa	i-ja-sa	i-ja-sa-u-na-ka	9	xle	Eteocypriot	1.0000	ewistʰuo	9	9		"[""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo""]"
i-pi-na	i-pi-na	i-pi-na-ma-si-r	9	ine-pro	Proto-Indo-European	1.0000	oː	9	9		"[""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0""]"
i-pi-na	i-pi-na	i-pi-na-ma-si-r	9	xcr	Eteocretan	1.0000	γίσσα	9	9		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
di-ki-te	di-ki-te	di-ki-te-te-re	9	ine-pro	Proto-Indo-European	1.0000	hoː	9	9		"[""ho\u02d0"", ""ho\u02d0"", ""ho\u02d0"", ""ho\u02d0"", ""ho\u02d0"", ""ho\u02d0"", ""ho\u02d0"", ""ho\u02d0"", ""ho\u02d0""]"
di-ki-te	di-ki-te	di-ki-te-te-re	9	xcr	Eteocretan	1.0000	ml̩n	9	9		"[""ml\u0329n"", ""ml\u0329n"", ""ml\u0329n"", ""ml\u0329n"", ""ml\u0329n"", ""ml\u0329n"", ""ml\u0329n"", ""ml\u0329n"", ""ml\u0329n""]"
di-ki-te	di-ki-te	di-ki-te-te-re	9	xpg	Phrygian	1.0000	pinke	9	9	five	"[""pinke"", ""pinke"", ""pinke"", ""pinke"", ""pinke"", ""pinke"", ""pinke"", ""pinke"", ""pinke""]"
pi-na-ma	pi-na-ma	pi-na-ma-i-na-j	9	xcr	Eteocretan	1.0000	γίσσα	9	9		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
me-i-ja	me-i-ja	me-i-ja-sa-u-na	8	xrr	Etruscan	1.0000	-Ø	8	8	tir raetica	"[""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8""]"
tu-me-i	tu-me-i	tu-me-i-ja-sa-u	7	cms	Messapic	1.0000	ai	7	7	conjunction (hypothetical)	"[""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai""]"
tu-me-i	tu-me-i	tu-me-i-ja-sa-u	7	uga	Ugaritic	1.0000	ɡθr	7	7		"[""\u0261\u03b8r"", ""\u0261\u03b8r"", ""\u0261\u03b8r"", ""\u0261\u03b8r"", ""\u0261\u03b8r"", ""\u0261\u03b8r"", ""\u0261\u03b8r""]"
tu-me-i	tu-me-i	tu-me-i-ja-sa-u	7	xcr	Eteocretan	1.0000	γίσσα	7	7		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
tu-me-i	tu-me-i	tu-me-i-ja-sa-u	7	xrr	Etruscan	1.0000	-Ø	7	7	tir raetica	"[""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8""]"
e-i-ja-sa	e-i-ja-sa	e-i-ja-sa-u-na-k	7	ave	Avestan	1.0000	[-]	7	7	bones	"[""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[-]""]"
e-i-ja-sa	e-i-ja-sa	e-i-ja-sa-u-na-k	7	xle	Eteocypriot	1.0000	ewistʰuo	7	7		"[""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo"", ""ewist\u02b0uo""]"
u-me-i-ja	u-me-i-ja	u-me-i-ja-sa-u-n	7	ave	Avestan	1.0000	[-]	7	7	bones	"[""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[-]""]"
u-me-i-ja	u-me-i-ja	u-me-i-ja-sa-u-n	7	cms	Messapic	1.0000	ai	7	7	conjunction (hypothetical)	"[""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai""]"
u-me-i-ja	u-me-i-ja	u-me-i-ja-sa-u-n	7	uga	Ugaritic	1.0000	ɡθr	7	7		"[""\u0261\u03b8r"", ""\u0261\u03b8r"", ""\u0261\u03b8r"", ""\u0261\u03b8r"", ""\u0261\u03b8r"", ""\u0261\u03b8r"", ""\u0261\u03b8r""]"
u-me-i-ja	u-me-i-ja	u-me-i-ja-sa-u-n	7	xle	Eteocypriot	1.0000	aker	7	7	made	"[""aker"", ""aker"", ""aker"", ""aker"", ""aker"", ""aker"", ""aker""]"
u-me-i-ja	u-me-i-ja	u-me-i-ja-sa-u-n	7	xrr	Etruscan	1.0000	-Ø	7	7	tir raetica	"[""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8""]"
a-da-da	a-da-da	a-da-da-u-ti-nu	6	peo	Old Persian	1.0000	nava	6	6		"[""nava"", ""nava"", ""nava"", ""nava"", ""nava"", ""nava""]"
a-da-da	a-da-da	a-da-da-u-ti-nu	6	xle	Eteocypriot	1.0000	rom	6	6	meaning uncertain	"[""rom"", ""rom"", ""rom"", ""rom"", ""rom"", ""rom""]"
a-ja-di	a-ja-di	a-ja-di-ki-tu-j	6	ave	Avestan	1.0000	stu-	6	6	to praise	"[""stu-"", ""stu-"", ""stu-"", ""stu-"", ""stu-"", ""stu-""]"
a-ja-di	a-ja-di	a-ja-di-ki-tu-j	6	xle	Eteocypriot	1.0000	rom	6	6	meaning uncertain	"[""rom"", ""rom"", ""rom"", ""rom"", ""rom"", ""rom""]"
a-ja-sa	a-ja-sa	a-ja-sa-sa-ra-m	6	dra-pro	Proto-Dravidian	1.0000	poʈʈ-	6	6		"[""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-""]"
a-ja-sa	a-ja-sa	a-ja-sa-sa-ra-m	6	ine-pro	Proto-Indo-European	1.0000	kʷe	6	6		"[""k\u02b7e"", ""k\u02b7e"", ""k\u02b7e"", ""k\u02b7e"", ""k\u02b7e"", ""k\u02b7e""]"
a-ja-sa	a-ja-sa	a-ja-sa-sa-ra-m	6	phn	Phoenician	1.0000	ʔatta	6	6	wiktionary	"[""\u0294atta"", ""\u0294atta"", ""\u0294atta"", ""\u0294atta"", ""\u0294atta"", ""\u0294atta""]"
a-ja-sa	a-ja-sa	a-ja-sa-sa-ra-m	6	xcr	Eteocretan	1.0000	γίσσα	6	6		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
a-ja-se	a-ja-se	a-ja-se-ka-na-s	6	ine-pro	Proto-Indo-European	1.0000	kʷe	6	6		"[""k\u02b7e"", ""k\u02b7e"", ""k\u02b7e"", ""k\u02b7e"", ""k\u02b7e"", ""k\u02b7e""]"
a-ja-se	a-ja-se	a-ja-se-ka-na-s	6	phn	Phoenician	1.0000	ʔatta	6	6	wiktionary	"[""\u0294atta"", ""\u0294atta"", ""\u0294atta"", ""\u0294atta"", ""\u0294atta"", ""\u0294atta""]"
a-ja-se	a-ja-se	a-ja-se-ka-na-s	6	uga	Ugaritic	1.0000	θn	6	6		"[""\u03b8n"", ""\u03b8n"", ""\u03b8n"", ""\u03b8n"", ""\u03b8n"", ""\u03b8n""]"
a-ja-se	a-ja-se	a-ja-se-ka-na-s	6	xrr	Etruscan	1.0000	-Ø	6	6	tir raetica	"[""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8""]"
a-ja-tu	a-ja-tu	a-ja-tu-ru-sa-i	6	xld	Lydian	1.0000	kuka-	6	6		"[""kuka-"", ""kuka-"", ""kuka-"", ""kuka-"", ""kuka-"", ""kuka-""]"
a-ja-tu	a-ja-tu	a-ja-tu-ru-sa-i	6	xur	Urartian	1.0000	meʃ-	6	6		"[""me\u0283-"", ""me\u0283-"", ""me\u0283-"", ""me\u0283-"", ""me\u0283-"", ""me\u0283-""]"
a-ma-na	a-ma-na	a-ma-na-da-wa-i	6	dra-pro	Proto-Dravidian	1.0000	poʈʈ-	6	6		"[""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-""]"
a-ma-na	a-ma-na	a-ma-na-da-wa-i	6	xcr	Eteocretan	1.0000	γίσσα	6	6		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
a-ma-na	a-ma-na	a-ma-na-da-wa-i	6	xle	Eteocypriot	1.0000	rom	6	6	meaning uncertain	"[""rom"", ""rom"", ""rom"", ""rom"", ""rom"", ""rom""]"
a-na-da	a-na-da	a-na-da-wa-i-ja	6	dra-pro	Proto-Dravidian	1.0000	poʈʈ-	6	6		"[""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-""]"
a-na-da	a-na-da	a-na-da-wa-i-ja	6	elx	Elamite	1.0000	ruku	6	6	testicle	"[""ruku"", ""ruku"", ""ruku"", ""ruku"", ""ruku"", ""ruku""]"
a-na-da	a-na-da	a-na-da-wa-i-ja	6	sem-pro	Proto-Semitic	1.0000	warx-	6	6		"[""warx-"", ""warx-"", ""warx-"", ""warx-"", ""warx-"", ""warx-""]"
a-na-da	a-na-da	a-na-da-wa-i-ja	6	xcr	Eteocretan	1.0000	γίσσα	6	6		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
a-na-ti	a-na-ti	a-na-ti-*301-wa-ja	6	dra-pro	Proto-Dravidian	1.0000	paːʈa-	6	6		"[""pa\u02d0\u0288a-"", ""pa\u02d0\u0288a-"", ""pa\u02d0\u0288a-"", ""pa\u02d0\u0288a-"", ""pa\u02d0\u0288a-"", ""pa\u02d0\u0288a-""]"
a-na-ti	a-na-ti	a-na-ti-*301-wa-ja	6	sem-pro	Proto-Semitic	1.0000	U₃	6	6		"[""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083""]"
a-na-ti	a-na-ti	a-na-ti-*301-wa-ja	6	xcr	Eteocretan	1.0000	γίσσα	6	6		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
a-na-ti	a-na-ti	a-na-ti-*301-wa-ja	6	xld	Lydian	1.0000	trf(i)-	6	6		"[""trf(i)-"", ""trf(i)-"", ""trf(i)-"", ""trf(i)-"", ""trf(i)-"", ""trf(i)-""]"
a-na-ti	a-na-ti	a-na-ti-*301-wa-ja	6	xpg	Phrygian	1.0000	baɡo	6	6		"[""ba\u0261o"", ""ba\u0261o"", ""ba\u0261o"", ""ba\u0261o"", ""ba\u0261o"", ""ba\u0261o""]"
a-ra-ma	a-ra-ma	a-ra-ma-na-da-w	6	ccs-pro	Proto-Kartvelian	1.0000	zw	6	6	to calve	"[""zw"", ""zw"", ""zw"", ""zw"", ""zw"", ""zw""]"
a-ra-ma	a-ra-ma	a-ra-ma-na-da-w	6	cms	Messapic	1.0000	zis	6	6	Zeus (Messapic form)	"[""zis"", ""zis"", ""zis"", ""zis"", ""zis"", ""zis""]"
a-ra-ma	a-ra-ma	a-ra-ma-na-da-w	6	dra-pro	Proto-Dravidian	1.0000	poʈʈ-	6	6		"[""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-""]"
a-ra-ma	a-ra-ma	a-ra-ma-na-da-w	6	xcr	Eteocretan	1.0000	γίσσα	6	6		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
a-se-ka	a-se-ka	a-se-ka-na-si-s	6	ine-pro	Proto-Indo-European	1.0000	oː	6	6		"[""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0""]"
a-se-ka	a-se-ka	a-se-ka-na-si-s	6	xrr	Etruscan	1.0000	-Ø	6	6	tir raetica	"[""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8""]"
a-tu-ru	a-tu-ru	a-tu-ru-sa-i-da	6	xpg	Phrygian	1.0000	anar	6	6	husband	"[""anar"", ""anar"", ""anar"", ""anar"", ""anar"", ""anar""]"
da-da-u	da-da-u	da-da-u-ti-nu-i	6	peo	Old Persian	1.0000	nava	6	6		"[""nava"", ""nava"", ""nava"", ""nava"", ""nava"", ""nava""]"
e-ka-na	e-ka-na	e-ka-na-si-si-r	6	ine-pro	Proto-Indo-European	1.0000	oː	6	6		"[""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0"", ""o\u02d0""]"
e-ta-na	e-ta-na	e-ta-na-i-*301-ti-j	6	sem-pro	Proto-Semitic	1.0000	nuːr-	6	6		"[""nu\u02d0r-"", ""nu\u02d0r-"", ""nu\u02d0r-"", ""nu\u02d0r-"", ""nu\u02d0r-"", ""nu\u02d0r-""]"
e-ta-na	e-ta-na	e-ta-na-i-*301-ti-j	6	xcr	Eteocretan	1.0000	γίσσα	6	6		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
e-tu-me	e-tu-me	e-tu-me-i-ja-sa	6	uga	Ugaritic	1.0000	ɡθr	6	6		"[""\u0261\u03b8r"", ""\u0261\u03b8r"", ""\u0261\u03b8r"", ""\u0261\u03b8r"", ""\u0261\u03b8r"", ""\u0261\u03b8r""]"
i-ke-ta	i-ke-ta	i-ke-ta-na-i-*301-t	6	ccs-pro	Proto-Kartvelian	1.0000	rdʒw	6	6		"[""rd\u0292w"", ""rd\u0292w"", ""rd\u0292w"", ""rd\u0292w"", ""rd\u0292w"", ""rd\u0292w""]"
i-ke-ta	i-ke-ta	i-ke-ta-na-i-*301-t	6	peo	Old Persian	1.0000	-ika	6	6		"[""-ika"", ""-ika"", ""-ika"", ""-ika"", ""-ika"", ""-ika""]"
i-nu-ja	i-nu-ja	i-nu-ja-sa-sa-r	6	ave	Avestan	1.0000	[-]	6	6	bones	"[""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[-]""]"
i-nu-ja	i-nu-ja	i-nu-ja-sa-sa-r	6	ccs-pro	Proto-Kartvelian	1.0000	oqar	6	6	solitary	"[""oqar"", ""oqar"", ""oqar"", ""oqar"", ""oqar"", ""oqar""]"
i-nu-ja	i-nu-ja	i-nu-ja-sa-sa-r	6	xpg	Phrygian	1.0000	aoːroː	6	6		"[""ao\u02d0ro\u02d0"", ""ao\u02d0ro\u02d0"", ""ao\u02d0ro\u02d0"", ""ao\u02d0ro\u02d0"", ""ao\u02d0ro\u02d0"", ""ao\u02d0ro\u02d0""]"
ja-a-di	ja-a-di	ja-a-di-ki-te-s	6	ave	Avestan	1.0000	stu-	6	6	to praise	"[""stu-"", ""stu-"", ""stu-"", ""stu-"", ""stu-"", ""stu-""]"
ja-a-di	ja-a-di	ja-a-di-ki-te-s	6	phn	Phoenician	1.0000	ʔanī	6	6		"[""\u0294an\u012b"", ""\u0294an\u012b"", ""\u0294an\u012b"", ""\u0294an\u012b"", ""\u0294an\u012b"", ""\u0294an\u012b""]"
ja-a-di	ja-a-di	ja-a-di-ki-te-s	6	xle	Eteocypriot	1.0000	rom	6	6	meaning uncertain	"[""rom"", ""rom"", ""rom"", ""rom"", ""rom"", ""rom""]"
ja-ja-i	ja-ja-i	ja-ja-i-nwa-za	6	ccs-pro	Proto-Kartvelian	1.0000	nu	6	6	no	"[""nu"", ""nu"", ""nu"", ""nu"", ""nu"", ""nu""]"
ja-ja-i	ja-ja-i	ja-ja-i-nwa-za	6	xcr	Eteocretan	1.0000	γίσσα	6	6		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
ja-ja-i	ja-ja-i	ja-ja-i-nwa-za	6	xpg	Phrygian	1.0000	aoːroː	6	6		"[""ao\u02d0ro\u02d0"", ""ao\u02d0ro\u02d0"", ""ao\u02d0ro\u02d0"", ""ao\u02d0ro\u02d0"", ""ao\u02d0ro\u02d0"", ""ao\u02d0ro\u02d0""]"
